,Date,City,State,CompAddress,PartialAddress
1019,2022-10-21,Montgomery,Illinois,"1200 block of Lebanon St, Montgomery, Illinois, USA","Montgomery, Illinois, USA"
1020,2022-10-21,Chicago,Illinois,"2500 block of E 79th St, Chicago, Illinois, USA","Chicago, Illinois, USA"
1021,2022-10-21,Yakima,Washington,"1000 block of N 1st St, Yakima, Washington, USA","Yakima, Washington, USA"
1022,2022-10-21,Lubbock,Texas,"200 block of N Avenue R, Lubbock, Texas, USA","Lubbock, Texas, USA"
1023,2022-10-21,East Orange,New Jersey,"411 Park Ave, East Orange, New Jersey, USA","East Orange, New Jersey, USA"
1024,2022-10-21,Santa Ana,California,"1600 block of S Evergreen St, Santa Ana, California, USA","Santa Ana, California, USA"
1025,2022-10-21,Mobile,Alabama,"Grant St, Mobile, Alabama, USA","Mobile, Alabama, USA"
1026,2022-10-21,Richmond,Virginia,"5700 block of Thorndale Ave, Richmond, Virginia, USA","Richmond, Virginia, USA"
1027,2022-10-20,Milwaukee,Wisconsin,"9400 block of W Sheridan Ave, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
1028,2022-10-20,Portland,Oregon,"SE Henderson St and SE 76th Ave, Portland, Oregon, USA","Portland, Oregon, USA"
1029,2022-10-20,Keller,Washington,"303 Mountain Ridge Homes Rd, Keller, Washington, USA","Keller, Washington, USA"
1030,2022-10-20,Greenville,South Carolina,"Clemson Ave and Alice St, Greenville, South Carolina, USA","Greenville, South Carolina, USA"
1031,2022-10-20,Aurora,Colorado,"16800 E Centertech Pkwy, Aurora, Colorado, USA","Aurora, Colorado, USA"
1032,2022-10-20,Richmond,Virginia,"1900 block of Q St, Richmond, Virginia, USA","Richmond, Virginia, USA"
1033,2022-10-20,Flint,Michigan,"2200 block of Blades Ave, Flint, Michigan, USA","Flint, Michigan, USA"
1034,2022-10-20,Cherokee,North Carolina,"15 Paint Town Rd, Cherokee, North Carolina, USA","Cherokee, North Carolina, USA"
1035,2022-10-20,Hinesville,Georgia,"910 Brett Dr, Hinesville, Georgia, USA","Hinesville, Georgia, USA"
1036,2022-10-20,Norfolk,Virginia,"800 block of B Ave, Norfolk, Virginia, USA","Norfolk, Virginia, USA"
1037,2022-10-20,Thomasville,Georgia,"1300 block of N Dawson St, Thomasville, Georgia, USA","Thomasville, Georgia, USA"
1038,2022-10-20,Las Vegas,Nevada,"1200 block of N Christy Ln, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1039,2022-10-20,Summerville,South Carolina,"107 Roberta Dr, Summerville, South Carolina, USA","Summerville, South Carolina, USA"
1040,2022-10-20,Orlando (Pine Hills),Florida,"6700 block of Stardust Ln, Orlando (Pine Hills), Florida, USA","Orlando (Pine Hills), Florida, USA"
1041,2022-10-20,Milwaukee (Brown Deer),Wisconsin,"4536 W Woodale Ave, Milwaukee (Brown Deer), Wisconsin, USA","Milwaukee (Brown Deer), Wisconsin, USA"
1042,2022-10-20,Harrisburg,Pennsylvania,"100 Hall Manor Plc, Harrisburg, Pennsylvania, USA","Harrisburg, Pennsylvania, USA"
1043,2022-10-20,Huntington Park,California,"3400 block of E Gage Ave, Huntington Park, California, USA","Huntington Park, California, USA"
1044,2022-10-20,Modesto,California,"1500 block of Imperial Ave, Modesto, California, USA","Modesto, California, USA"
1045,2022-10-20,Sacramento,California,"39th St and N St, Sacramento, California, USA","Sacramento, California, USA"
1046,2022-10-20,Bradenton,Florida,"700 block of 17th St E, Bradenton, Florida, USA","Bradenton, Florida, USA"
1047,2022-10-20,Tucson,Arizona,"6000 block of N Featherstone Trail, Tucson, Arizona, USA","Tucson, Arizona, USA"
1048,2022-10-20,Santa Maria,California,"Boone St and Western Ave, Santa Maria, California, USA","Santa Maria, California, USA"
1049,2022-10-20,Philadelphia,Pennsylvania,"2700 block of Swain St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1050,2022-10-20,Indianapolis,Indiana,,"Indianapolis, Indiana, USA"
1051,2022-10-20,District Heights,Maryland,"3232 Walters Ln, District Heights, Maryland, USA","District Heights, Maryland, USA"
1052,2022-10-20,Chicago,Illinois,"2900 block of E 126th St, Chicago, Illinois, USA","Chicago, Illinois, USA"
1053,2022-10-20,West Chester,Ohio,"5370 Aster Park Dr, West Chester, Ohio, USA","West Chester, Ohio, USA"
1054,2022-10-20,Vancouver,Washington,"Mill Plain Blvd and Chkalov Dr, Vancouver, Washington, USA","Vancouver, Washington, USA"
1055,2022-10-20,Molino,Florida,"Cedartown Rd and Jahaza Rd, Molino, Florida, USA","Molino, Florida, USA"
1056,2022-10-20,Little Rock,Arkansas,"3500 block of S Bryant, Little Rock, Arkansas, USA","Little Rock, Arkansas, USA"
1057,2022-10-20,Rochester,New York,"N Goodman St and Keller St, Rochester, New York, USA","Rochester, New York, USA"
1058,2022-10-20,Greenwood,Mississippi,"Ridge St, Greenwood, Mississippi, USA","Greenwood, Mississippi, USA"
1059,2022-10-20,Monroe,Louisiana,"100 block of Dillingham Dr, Monroe, Louisiana, USA","Monroe, Louisiana, USA"
1060,2022-10-20,Las Vegas,Nevada,"2735 S Maryland Pkwy, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1061,2022-10-20,Louisville (Shively),Kentucky,"1700 block of Bachman Dr, Louisville (Shively), Kentucky, USA","Louisville (Shively), Kentucky, USA"
1062,2022-10-19,Columbus,Georgia,"201 9th St, Columbus, Georgia, USA","Columbus, Georgia, USA"
1063,2022-10-19,Easley,South Carolina,"Kay Dr, Easley, South Carolina, USA","Easley, South Carolina, USA"
1064,2022-10-19,North Charleston,South Carolina,"Bailey Dr, North Charleston, South Carolina, USA","North Charleston, South Carolina, USA"
1065,2022-10-19,Grain Valley,Missouri,"NW Sawgrass Dr and NW Scenic Ln, Grain Valley, Missouri, USA","Grain Valley, Missouri, USA"
1066,2022-10-19,Rockdale,Texas,"100 block of Inwood Dr, Rockdale, Texas, USA","Rockdale, Texas, USA"
1067,2022-10-19,Kansas City,Missouri,"E 12th St and Grand Blvd, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
1068,2022-10-19,Baltimore,Maryland,"5200 block of Cuthbert Ave, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
1069,2022-10-19,Baltimore,Maryland,"4406 Pall Mall Rd, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
1070,2022-10-19,Nashville,Tennessee,"800 Fairwin Ave, Nashville, Tennessee, USA","Nashville, Tennessee, USA"
1071,2022-10-19,Denver,Colorado,"16000 block of E 49th Ave, Denver, Colorado, USA","Denver, Colorado, USA"
1072,2022-10-19,Bronx,New York,"3734 White Plains Rd, Bronx, New York, USA","Bronx, New York, USA"
1073,2022-10-19,Richmond,Virginia,"2200 block of 23rd St, Richmond, Virginia, USA","Richmond, Virginia, USA"
1074,2022-10-19,Saginaw,Michigan,"900 block of N Porter St, Saginaw, Michigan, USA","Saginaw, Michigan, USA"
1075,2022-10-19,Lasara,Texas,"Wells St and 6th St, Lasara, Texas, USA","Lasara, Texas, USA"
1076,2022-10-19,Christiana,Tennessee,"Link Rd, Christiana, Tennessee, USA","Christiana, Tennessee, USA"
1077,2022-10-19,Staten Island,New York,,"Staten Island, New York, USA"
1078,2022-10-19,Los Angeles,California,"9400 block of Juniper St, Los Angeles, California, USA","Los Angeles, California, USA"
1079,2022-10-19,Lewiston,Maine,"70 River St, Lewiston, Maine, USA","Lewiston, Maine, USA"
1080,2022-10-19,Golden Valley,Arizona,"S Centennial Rd and W Geronimo Dr, Golden Valley, Arizona, USA","Golden Valley, Arizona, USA"
1081,2022-10-19,Fort Lauderdale (Lauderhill),Florida,"5821 Blueberry Ct, Fort Lauderdale (Lauderhill), Florida, USA","Fort Lauderdale (Lauderhill), Florida, USA"
1082,2022-10-19,Reno,Nevada,"100 block of Bartlett St, Reno, Nevada, USA","Reno, Nevada, USA"
1083,2022-10-19,Detroit,Michigan,"Patton St and W Chicago St, Detroit, Michigan, USA","Detroit, Michigan, USA"
1084,2022-10-19,Hawthorne,California,"11600 block of Van Ness Ave, Hawthorne, California, USA","Hawthorne, California, USA"
1085,2022-10-19,Philadelphia,Pennsylvania,"4700 block of Alcott St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1086,2022-10-19,Philadelphia,Pennsylvania,"6142 Market St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1087,2022-10-19,Bucyrus,Ohio,"400 block of N Poplar St, Bucyrus, Ohio, USA","Bucyrus, Ohio, USA"
1088,2022-10-19,Oxford,Mississippi,"MS-334, Oxford, Mississippi, USA","Oxford, Mississippi, USA"
1089,2022-10-19,Tampa,Florida,"N 37th St and E Wilder Ave, Tampa, Florida, USA","Tampa, Florida, USA"
1090,2022-10-19,Boise,Idaho,"7000 block of W Emerald St, Boise, Idaho, USA","Boise, Idaho, USA"
1091,2022-10-19,Seattle,Washington,"1143 Martin Luther King Jr Way, Seattle, Washington, USA","Seattle, Washington, USA"
1092,2022-10-19,Miami,Florida,"17601 SW 8th St, Miami, Florida, USA","Miami, Florida, USA"
1093,2022-10-19,Clemmons,North Carolina,"Hawk Ridge Dr, Clemmons, North Carolina, USA","Clemmons, North Carolina, USA"
1094,2022-10-19,Andalusia,Alabama,"1013 Foxwood Dr, Andalusia, Alabama, USA","Andalusia, Alabama, USA"
1095,2022-10-19,Atlantic City,New Jersey,"1400 block of Atlantic Ave, Atlantic City, New Jersey, USA","Atlantic City, New Jersey, USA"
1096,2022-10-19,Hope Mills,North Carolina,"Kenmont Ln, Hope Mills, North Carolina, USA","Hope Mills, North Carolina, USA"
1097,2022-10-19,Brighton,Colorado,"15150 Brighton Rd, Brighton, Colorado, USA","Brighton, Colorado, USA"
1098,2022-10-19,Billings,Montana,"4600 block of Murphy Ave, Billings, Montana, USA","Billings, Montana, USA"
1099,2022-10-18,Ocala,Florida,"3924 W Silver Springs Blvd, Ocala, Florida, USA","Ocala, Florida, USA"
1100,2022-10-18,Hammond,Louisiana,"Happywoods Rd and Club Deluxe Rd, Hammond, Louisiana, USA","Hammond, Louisiana, USA"
1101,2022-10-18,Jackson,Mississippi,"2800 block of Greenwood Ave, Jackson, Mississippi, USA","Jackson, Mississippi, USA"
1102,2022-10-18,New Orleans,Louisiana,"3100 block of Frenchmen St, New Orleans, Louisiana, USA","New Orleans, Louisiana, USA"
1103,2022-10-18,Little Rock,Arkansas,"1400 block of Leander Dr, Little Rock, Arkansas, USA","Little Rock, Arkansas, USA"
1104,2022-10-18,Lancaster,Pennsylvania,"529 Woodward St, Lancaster, Pennsylvania, USA","Lancaster, Pennsylvania, USA"
1105,2022-10-18,Cleveland,Ohio,"8800 block of Wade Park Ave, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
1106,2022-10-18,Hagerstown,Maryland,"55 Murph Ave, Hagerstown, Maryland, USA","Hagerstown, Maryland, USA"
1107,2022-10-18,Tampa,Florida,"4009 N Armenia Ave, Tampa, Florida, USA","Tampa, Florida, USA"
1108,2022-10-18,Cincinnati,Ohio,,"Cincinnati, Ohio, USA"
1109,2022-10-18,Detroit,Michigan,"11560 Harper Rd, Detroit, Michigan, USA","Detroit, Michigan, USA"
1110,2022-10-18,Mandeville,Louisiana,"790 Lane St, Mandeville, Louisiana, USA","Mandeville, Louisiana, USA"
1111,2022-10-18,Sacramento,California,"3900 block of 41st St, Sacramento, California, USA","Sacramento, California, USA"
1112,2022-10-18,Los Angeles,California,"3800 block of Dwiggins St, Los Angeles, California, USA","Los Angeles, California, USA"
1113,2022-10-18,Gallatin Gateway,Montana,"50 Cliff Manor Lane, Gallatin Gateway, Montana, USA","Gallatin Gateway, Montana, USA"
1114,2022-10-18,San Francisco,California,"900 block of Market St, San Francisco, California, USA","San Francisco, California, USA"
1115,2022-10-18,Las Vegas,Nevada,"5200 block of Tipper Ave, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1116,2022-10-18,Las Vegas,Nevada,"2600 block of N Los Feliz St, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1117,2022-10-18,Chicago,Illinois,"2500 block of W Estes Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1118,2022-10-18,Jacksonville,Florida,"Cleveland St, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
1119,2022-10-18,Shreveport,Louisiana,"4109 Pines Rd, Shreveport, Louisiana, USA","Shreveport, Louisiana, USA"
1120,2022-10-18,Portland,Oregon,"14700 block of SE Division St, Portland, Oregon, USA","Portland, Oregon, USA"
1121,2022-10-18,Baltimore,Maryland,"1515 Washington Blvd, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
1122,2022-10-18,Fayetteville,North Carolina,"1800 block of Slater Ave, Fayetteville, North Carolina, USA","Fayetteville, North Carolina, USA"
1123,2022-10-18,Sparks,Nevada,"1701 E Prater Way, Sparks, Nevada, USA","Sparks, Nevada, USA"
1124,2022-10-18,Miami,Florida,"NW 16th Ave and NW 77th Terrace, Miami, Florida, USA","Miami, Florida, USA"
1125,2022-10-18,Oklahoma City (Midwest City),Oklahoma,"9600 block of Sonata Ct, Oklahoma City (Midwest City), Oklahoma, USA","Oklahoma City (Midwest City), Oklahoma, USA"
1126,2022-10-18,San Diego,California,"S 43rd St and Newton Ave, San Diego, California, USA","San Diego, California, USA"
1127,2022-10-18,Stockton,California,"4000 block of E 4th St, Stockton, California, USA","Stockton, California, USA"
1128,2022-10-18,Paragould,Arkansas,"116 S Rockingchair Rd, Paragould, Arkansas, USA","Paragould, Arkansas, USA"
1129,2022-10-18,Benton,Arkansas,"1309 Country Oaks Dr, Benton, Arkansas, USA","Benton, Arkansas, USA"
1130,2022-10-18,Indianapolis,Indiana,"N Lynhurst Dr and 10th St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1131,2022-10-18,Hartsville,South Carolina,"Evelyn Cir, Hartsville, South Carolina, USA","Hartsville, South Carolina, USA"
1132,2022-10-18,Bluffton,South Carolina,"191 Buck Island Rd, Bluffton, South Carolina, USA","Bluffton, South Carolina, USA"
1133,2022-10-18,Winston Salem (Winston-salem),North Carolina,"1700 block of Peachtree St, Winston Salem (Winston-salem), North Carolina, USA","Winston Salem (Winston-salem), North Carolina, USA"
1134,2022-10-18,Greensboro,North Carolina,"Holt Ave and E Bessemer Ave, Greensboro, North Carolina, USA","Greensboro, North Carolina, USA"
1135,2022-10-18,New Iberia,Louisiana,"1000 block of Shelton Ave, New Iberia, Louisiana, USA","New Iberia, Louisiana, USA"
1136,2022-10-18,Fayetteville,North Carolina,"S Raeford Rd, Fayetteville, North Carolina, USA","Fayetteville, North Carolina, USA"
1137,2022-10-18,Arcata,California,,"Arcata, California, USA"
1138,2022-10-18,Harvey,Louisiana,"2300 block of Rochelle Ave, Harvey, Louisiana, USA","Harvey, Louisiana, USA"
1139,2022-10-17,Jeffersonville,Indiana,"2000 Paddle Wheel Ct, Jeffersonville, Indiana, USA","Jeffersonville, Indiana, USA"
1140,2022-10-17,Memphis,Tennessee,"4100 block of Mill Branch Rd, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
1141,2022-10-17,Corona (Queens),New York,"127 -07 Atlantic Ave, Corona (Queens), New York, USA","Corona (Queens), New York, USA"
1142,2022-10-17,Altamonte Springs,Florida,"126 Maitland Ave, Altamonte Springs, Florida, USA","Altamonte Springs, Florida, USA"
1143,2022-10-17,Colony,Texas,"5151 N Colony Blvd, Colony, Texas, USA","Colony, Texas, USA"
1144,2022-10-17,Corona (Eastvale),California,"12000 block of Craigburn Cir, Corona (Eastvale), California, USA","Corona (Eastvale), California, USA"
1145,2022-10-17,Fort Worth,Texas,"317 Collard St, Fort Worth, Texas, USA","Fort Worth, Texas, USA"
1146,2022-10-17,Chicago,Illinois,"6320 N Western Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1147,2022-10-17,Southlake,Texas,"1200 block of E State Hwy 114, Southlake, Texas, USA","Southlake, Texas, USA"
1148,2022-10-17,Hernandez,New Mexico,"Co Rd 1, Hernandez, New Mexico, USA","Hernandez, New Mexico, USA"
1149,2022-10-17,Fort Worth,Texas,"1600 block of Weyland Dr, Fort Worth, Texas, USA","Fort Worth, Texas, USA"
1150,2022-10-17,Jacksonville,Florida,"5000 Norwood Ave, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
1151,2022-10-17,Chattanooga,Tennessee,"2700 block of E 25th St, Chattanooga, Tennessee, USA","Chattanooga, Tennessee, USA"
1152,2022-10-17,Baldwin,Michigan,"S Harvard Ave, Baldwin, Michigan, USA","Baldwin, Michigan, USA"
1153,2022-10-17,Las Vegas,Nevada,"1100 block of Century Garden Dr, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1154,2022-10-17,Henrico,Virginia,"1600 block of Azrock Ct, Henrico, Virginia, USA","Henrico, Virginia, USA"
1155,2022-10-17,Augusta,Georgia,"3024 Washington Rd, Augusta, Georgia, USA","Augusta, Georgia, USA"
1156,2022-10-17,Cincinnati,Ohio,"1832 Sunset Ave, Cincinnati, Ohio, USA","Cincinnati, Ohio, USA"
1157,2022-10-17,Green Bay,Wisconsin,"1600 block of Amy St, Green Bay, Wisconsin, USA","Green Bay, Wisconsin, USA"
1158,2022-10-17,Cleveland,Ohio,"3024 W 25th St, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
1159,2022-10-17,Pottstown,Pennsylvania,"4th St and Johnson St, Pottstown, Pennsylvania, USA","Pottstown, Pennsylvania, USA"
1160,2022-10-17,Chicago,Illinois,"10700 block of S Bensley Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1161,2022-10-17,Beech Island,South Carolina,"124 Spann Hammond Rd, Beech Island, South Carolina, USA","Beech Island, South Carolina, USA"
1162,2022-10-17,San Antonio,Texas,"1000 block of Locke St, San Antonio, Texas, USA","San Antonio, Texas, USA"
1163,2022-10-17,Canton,Ohio,"1600 block of Oakmont St NW, Canton, Ohio, USA","Canton, Ohio, USA"
1164,2022-10-17,Las Vegas,Nevada,"6200 block of Craigmont Ave, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1165,2022-10-17,Bartow,Florida,"525 9th St, Bartow, Florida, USA","Bartow, Florida, USA"
1166,2022-10-17,Hickory,North Carolina,"900 block of 5th St SE, Hickory, North Carolina, USA","Hickory, North Carolina, USA"
1167,2022-10-17,Washington,District of Columbia,"1303 Congress Street SE, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
1168,2022-10-17,Woodbridge,Virginia,"5297 Mansfield Ct, Woodbridge, Virginia, USA","Woodbridge, Virginia, USA"
1169,2022-10-17,Chicago,Illinois,"6800 block of S Western Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1170,2022-10-17,Chicago,Illinois,"1500 block of E 62nd S, Chicago, Illinois, USA","Chicago, Illinois, USA"
1171,2022-10-17,Kansas City,Missouri,"3901 E 56th Terrace, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
1172,2022-10-17,Browning,Montana,,"Browning, Montana, USA"
1173,2022-10-17,Stoneville,North Carolina,"Wimbish Rd, Stoneville, North Carolina, USA","Stoneville, North Carolina, USA"
1174,2022-10-17,Birmingham,Alabama,"7700 block of Sunrise Ln, Birmingham, Alabama, USA","Birmingham, Alabama, USA"
1175,2022-10-17,Boston,Massachusetts,"263 Geneva Ave, Boston, Massachusetts, USA","Boston, Massachusetts, USA"
1176,2022-10-17,Winder,Georgia,"181 Celestial Run, Winder, Georgia, USA","Winder, Georgia, USA"
1177,2022-10-16,Marietta,Georgia,"Carolina Rd and Massachusetts Ave SW, Marietta, Georgia, USA","Marietta, Georgia, USA"
1178,2022-10-16,El Paso,Texas,"8500 block of Dyer St, El Paso, Texas, USA","El Paso, Texas, USA"
1179,2022-10-16,Fairmont,West Virginia,"Little Mill Fall Rd, Fairmont, West Virginia, USA","Fairmont, West Virginia, USA"
1180,2022-10-16,Kansas City,Missouri,"N Oak Trafficway and NE Vivion Rd, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
1181,2022-10-16,Chicago,Illinois,"6900 block of S Peoria Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1182,2022-10-16,Yuma,Arizona,"3300 block of W Fifth St, Yuma, Arizona, USA","Yuma, Arizona, USA"
1183,2022-10-16,Ridgeland,South Carolina,"Lady Banks Dr, Ridgeland, South Carolina, USA","Ridgeland, South Carolina, USA"
1184,2022-10-16,Oklahoma City,Oklahoma,"1316 SW 25th St, Oklahoma City, Oklahoma, USA","Oklahoma City, Oklahoma, USA"
1185,2022-10-16,North Pole,Alaska,,"North Pole, Alaska, USA"
1186,2022-10-16,Kansas City,Missouri,"NE 48th St and Randolph Rd, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
1187,2022-10-16,Savannah,Georgia,"Mundy St and Weldon St, Savannah, Georgia, USA","Savannah, Georgia, USA"
1188,2022-10-16,Washington,District of Columbia,"2500 block of Pomeroy Rd SE, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
1189,2022-10-16,Flint,Michigan,"2600 block of Prospect St, Flint, Michigan, USA","Flint, Michigan, USA"
1190,2022-10-16,Knoxville,Tennessee,"2909 Alcoa Hwy, Knoxville, Tennessee, USA","Knoxville, Tennessee, USA"
1191,2022-10-16,San Antonio,Texas,"Dunton St and Afcoms Way, San Antonio, Texas, USA","San Antonio, Texas, USA"
1192,2022-10-16,Gibson,Louisiana,"100 block of Tasha Ct, Gibson, Louisiana, USA","Gibson, Louisiana, USA"
1193,2022-10-16,Reading,Pennsylvania,"2545 N 5th St Hwy, Reading, Pennsylvania, USA","Reading, Pennsylvania, USA"
1194,2022-10-16,Houston,Texas,"18700 block of Imperial Valley Dr, Houston, Texas, USA","Houston, Texas, USA"
1195,2022-10-16,Cantonment,Florida,"Fishhook Ln, Cantonment, Florida, USA","Cantonment, Florida, USA"
1196,2022-10-16,Milwaukee,Wisconsin,"4448 N 65th St, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
1197,2022-10-16,Dublin,Georgia,"427 St Charles Dr, Dublin, Georgia, USA","Dublin, Georgia, USA"
1198,2022-10-16,Union Township,Indiana,"600 block of W County Road 100 N, Union Township, Indiana, USA","Union Township, Indiana, USA"
1199,2022-10-16,Dallas,Texas,"4800 block of S Buckner Blvd, Dallas, Texas, USA","Dallas, Texas, USA"
1200,2022-10-16,Charlotte,North Carolina,"7900 block of Shady Oak Trail, Charlotte, North Carolina, USA","Charlotte, North Carolina, USA"
1201,2022-10-16,Anadarko,Oklahoma,"300 block of W Texas Ave, Anadarko, Oklahoma, USA","Anadarko, Oklahoma, USA"
1202,2022-10-16,Detroit,Michigan,"11340 block of Archdale St, Detroit, Michigan, USA","Detroit, Michigan, USA"
1203,2022-10-16,Elyria,Ohio,"100 block of Denison Ave, Elyria, Ohio, USA","Elyria, Ohio, USA"
1204,2022-10-16,Toledo,Ohio,"1100 block of Oakwood Ave, Toledo, Ohio, USA","Toledo, Ohio, USA"
1205,2022-10-16,Indianapolis,Indiana,"6300 block of W 34th St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1206,2022-10-16,Benson,North Carolina,"901 W Watson Rd, Benson, North Carolina, USA","Benson, North Carolina, USA"
1207,2022-10-16,Dover,Delaware,"100 block of S Bradford St, Dover, Delaware, USA","Dover, Delaware, USA"
1208,2022-10-16,Selma,North Carolina,"1688 S Pollock St, Selma, North Carolina, USA","Selma, North Carolina, USA"
1209,2022-10-16,Columbus,Ohio,"E 11th Ave and N 4th St, Columbus, Ohio, USA","Columbus, Ohio, USA"
1210,2022-10-16,Chicago,Illinois,"1816 N Clark St, Chicago, Illinois, USA","Chicago, Illinois, USA"
1211,2022-10-16,Greenville,South Carolina,"1010 S Church St Ext, Greenville, South Carolina, USA","Greenville, South Carolina, USA"
1212,2022-10-16,Bellingham,Washington,"2300 block of Valencia St, Bellingham, Washington, USA","Bellingham, Washington, USA"
1213,2022-10-16,Union,New Jersey,"2000 block of Morris Ave, Union, New Jersey, USA","Union, New Jersey, USA"
1214,2022-10-16,Richmond,Virginia,"E Cary St and S 22nd St, Richmond, Virginia, USA","Richmond, Virginia, USA"
1215,2022-10-16,Stuttgart,Arkansas,"1100 block of S Grand St, Stuttgart, Arkansas, USA","Stuttgart, Arkansas, USA"
1216,2022-10-16,Jackson,Mississippi,"Newton St and Lynch St, Jackson, Mississippi, USA","Jackson, Mississippi, USA"
1217,2022-10-16,New York (Manhattan),New York,"Nagle Ave and Dyckman St, New York (Manhattan), New York, USA","New York (Manhattan), New York, USA"
1218,2022-10-16,Nashville,Tennessee,"2700 block of Vista Ln, Nashville, Tennessee, USA","Nashville, Tennessee, USA"
1219,2022-10-16,Brooklyn,New York,"715 Dumont Ave, Brooklyn, New York, USA","Brooklyn, New York, USA"
1220,2022-10-16,La Vergne,Tennessee,"Almondwood Pl, La Vergne, Tennessee, USA","La Vergne, Tennessee, USA"
1221,2022-10-16,Sumter,South Carolina,"Millwood Rd, Sumter, South Carolina, USA","Sumter, South Carolina, USA"
1222,2022-10-16,San Diego,California,"5700 block of Adobe Falls Rd, San Diego, California, USA","San Diego, California, USA"
1223,2022-10-16,Minneapolis,Minnesota,"1300 Lagoon Ave, Minneapolis, Minnesota, USA","Minneapolis, Minnesota, USA"
1224,2022-10-16,Birmingham,Alabama,"100 block of 3rd Ave N, Birmingham, Alabama, USA","Birmingham, Alabama, USA"
1225,2022-10-15,Chesapeake,Virginia,"3000 block of Parkside Dr, Chesapeake, Virginia, USA","Chesapeake, Virginia, USA"
1226,2022-10-15,Norfolk,Virginia,"900 block of Marshall Ave, Norfolk, Virginia, USA","Norfolk, Virginia, USA"
1227,2022-10-15,Reno,Nevada,"8000 block of Corrigan Way, Reno, Nevada, USA","Reno, Nevada, USA"
1228,2022-10-15,Cape Girardeau,Missouri,"Bellevue St and N Fountain St, Cape Girardeau, Missouri, USA","Cape Girardeau, Missouri, USA"
1229,2022-10-15,Warner Robins,Georgia,"1126 Watson Blvd, Warner Robins, Georgia, USA","Warner Robins, Georgia, USA"
1230,2022-10-15,Blue Springs,Missouri,"601 NE Jefferson St, Blue Springs, Missouri, USA","Blue Springs, Missouri, USA"
1231,2022-10-15,Saint Louis,Missouri,"Cherokee St and Oregon Ave, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
1232,2022-10-15,New Orleans,Louisiana,"1200 block of Delery St, New Orleans, Louisiana, USA","New Orleans, Louisiana, USA"
1233,2022-10-15,Chicago,Illinois,"8400 block of S Vincennes Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1234,2022-10-15,Fort Lauderdale (Davie),Florida,"12500 FL-84, Fort Lauderdale (Davie), Florida, USA","Fort Lauderdale (Davie), Florida, USA"
1235,2022-10-15,Birmingham,Alabama,"400 2nd Ave N, Birmingham, Alabama, USA","Birmingham, Alabama, USA"
1236,2022-10-15,Denver,Colorado,"900 Dakin St, Denver, Colorado, USA","Denver, Colorado, USA"
1237,2022-10-15,Elkhart,Indiana,"1200 block of Burr Oak Pl, Elkhart, Indiana, USA","Elkhart, Indiana, USA"
1238,2022-10-15,Atlanta,Georgia,"330 Ardmore Cir, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
1239,2022-10-15,North Charleston,South Carolina,"7880 Dorchester Rd, North Charleston, South Carolina, USA","North Charleston, South Carolina, USA"
1240,2022-10-15,Pittsburgh,Pennsylvania,"300 block of Cedar Ave, Pittsburgh, Pennsylvania, USA","Pittsburgh, Pennsylvania, USA"
1241,2022-10-15,Newark,Maryland,"6700 block of Basket Switch Rd, Newark, Maryland, USA","Newark, Maryland, USA"
1242,2022-10-15,Phoenix,Arizona,"27th Ave and Camelback Rd, Phoenix, Arizona, USA","Phoenix, Arizona, USA"
