"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2447989,"October 29, 2022",Tennessee,Murfreesboro,"131 John R Rice Blvd",1,0,N/A
2452360,"October 29, 2022",Louisiana,"Baton Rouge","2500 block of N 31st St",1,0,N/A
2452461,"October 29, 2022",Mississippi,Forest,N/A,1,0,N/A
2448064,"October 29, 2022","New York",Newark,"145 Railroad Ave",1,0,N/A
2449839,"October 29, 2022",Alabama,Hatchechubbee,"Shady Grove Rd",1,0,N/A
2449510,"October 29, 2022",Tennessee,Memphis,"2000 block of Pendleton St",1,0,N/A
2448810,"October 29, 2022",Mississippi,Clarksdale,"350 S State St",3,0,N/A
2448949,"October 29, 2022",Arkansas,"West Memphis","500 block of Wilson Road",1,0,N/A
2447820,"October 29, 2022",Louisiana,"Greenwell Springs","6627 Sullivan Rd",1,0,N/A
2450716,"October 29, 2022",Kentucky,Henderson,"2300 block of Carter Dr",1,0,N/A
2448170,"October 29, 2022","New Hampshire",Manchester,"I-293 and S Willow St",1,0,N/A
2448432,"October 29, 2022",Alabama,Fairfield,"6400 Kelco Pl",1,0,N/A
2451813,"October 29, 2022",Georgia,Cochran,"112 Ell St",1,0,N/A
2447716,"October 28, 2022","North Carolina",Fayetteville,"2400 block of Elcar Dr",1,0,N/A
2447805,"October 28, 2022",California,Oakland,"10220 International Blvd",1,1,N/A
2447605,"October 28, 2022",Kentucky,Louisville,"S 13th St and W Jefferson St",1,0,N/A
2448141,"October 28, 2022",Texas,Burnet,"800 block of E Elm St",1,1,N/A
2447558,"October 28, 2022",Michigan,Detroit,"Whitcomb St and Westfield Ave",1,0,N/A
2447755,"October 28, 2022",California,"North Highlands","3700 block of Lenore Way",1,0,N/A
2448054,"October 28, 2022",Georgia,Macon,"2500 block of Willis Dr",1,0,N/A
2447938,"October 28, 2022",Minnesota,Minneapolis,"2711 15th Ave S",1,0,N/A
2447773,"October 28, 2022",California,"San Diego","2345 Grove Ave",2,0,N/A
2447530,"October 28, 2022",Virginia,Roanoke,"900 block of Marshall Ave SW",1,0,N/A
2447885,"October 28, 2022",California,"National City","1800 block of E 17th St",2,0,N/A
2447143,"October 28, 2022","District of Columbia",Washington,"900 block of Bellevue St SE",1,0,N/A
2447687,"October 28, 2022",Texas,Seguin,"3158 I-10",1,1,N/A
2447475,"October 28, 2022",Colorado,Denver,"S Pearl St and E Bayaud Ave",1,0,N/A
2448052,"October 28, 2022",Georgia,Atlanta,"875 MLK Jr Dr NW",1,0,N/A
2447443,"October 28, 2022",Colorado,Aurora,"6360 S Parker Rd",1,0,N/A
2447435,"October 28, 2022",Indiana,Indianapolis,"N Parker Ave and E 25th St",1,0,N/A
2448036,"October 28, 2022",Florida,Miami,"765 NW 36th St",1,0,N/A
2448135,"October 28, 2022",Nevada,"Las Vegas","3600 block of Valley Forge Ave",1,0,N/A
2447213,"October 28, 2022","New York",Brooklyn,"Crown St and Franklin Ave",2,0,N/A
2447980,"October 28, 2022",Ohio,Toledo,"Junction Ave and Belmont Ave",2,2,N/A
2448594,"October 28, 2022",Ohio,Cleveland,"3700 block of W 22nd St",1,0,N/A
2451048,"October 28, 2022",Connecticut,"Vernon Rockville (Vernon)","21 Vinetta Dr",2,0,N/A
2447231,"October 28, 2022",Georgia,Athens,"100 block of Rolling Ridge Dr",1,1,N/A
2447297,"October 28, 2022",Utah,Midvale,"8555 South Monroe St",1,0,N/A
2448186,"October 28, 2022",Texas,Dallas,"800 block of S Corinth St",2,0,N/A
2448082,"October 28, 2022",Texas,Houston,"11285 Southwest Fwy",1,1,N/A
2447262,"October 28, 2022",Alabama,Boaz,"Walker Mountain Rd",1,0,N/A
2447899,"October 28, 2022",California,Bakersfield,"Pacific St and Brown St",1,0,N/A
2447226,"October 28, 2022",Georgia,"Atlanta (College Park)","5084 Old National Hwy",1,0,N/A
2447426,"October 28, 2022",Indiana,Indianapolis,"5244 E 32nd St",1,2,N/A
2447644,"October 28, 2022",Mississippi,Vancleave,"Brad Al Dr",1,0,N/A
2449143,"October 28, 2022",Indiana,Gary,"4300 block of Kentucky St",1,0,N/A
2449042,"October 28, 2022",Pennsylvania,Emlenton,"716 Big Bend Rd",1,0,N/A
2447517,"October 28, 2022",Illinois,Chicago,"10900 block of S Halsted Ave",1,0,N/A
2447121,"October 28, 2022","North Carolina","High Point","4400 Regency Dr",1,0,N/A
2447152,"October 28, 2022",Florida,Jacksonville,"Bert Rd",1,1,N/A
2449060,"October 28, 2022",Missouri,Columbia,"700 E Stadium Blvd",1,0,N/A
2448915,"October 28, 2022",Idaho,Nampa,"4600 block of Stamm Ln",1,0,N/A
2458151,"October 28, 2022",Montana,Bigfork,N/A,2,0,N/A
2449004,"October 28, 2022","North Carolina",Goldsboro,"112 Carmel Ln",1,0,N/A
2447852,"October 28, 2022",Indiana,Indianapolis,"2400 block of N Wheeler St",1,0,N/A
2447783,"October 28, 2022",Washington,Bellingham,"500 block of Mrytle St",1,0,N/A
2447364,"October 28, 2022",Texas,"Fort Worth","6400 block of Meadowbrook Dr",1,1,N/A
2447646,"October 28, 2022","New Jersey",Montclair,"100 block of Lincoln St",1,0,N/A
2446641,"October 27, 2022",Connecticut,Southington,"800 block of Queen St",1,0,N/A
2447603,"October 27, 2022",Connecticut,Hartford,"500 block of Hillside Ave",1,0,N/A
2450814,"October 27, 2022","New Mexico",Albuquerque,"James Cook Dr and Pajarito Rd SW",1,0,N/A
2446928,"October 27, 2022",Maryland,Bowie,"12600 block of Memory Ln",1,0,N/A
2449401,"October 27, 2022",Arizona,Payson,N/A,2,0,N/A
2447456,"October 27, 2022",Pennsylvania,Philadelphia,"4100 block of W Girard Ave",1,0,N/A
2447287,"October 27, 2022","New Mexico",Albuquerque,"5555 Zuni Rd SE",1,0,N/A
2446775,"October 27, 2022","New Jersey","Elmwood Park","Parkview Ave",1,0,N/A
2447119,"October 27, 2022",California,Sacramento,"Martin Luther King Blvd and 48th Ave",1,0,N/A
2446993,"October 27, 2022",Texas,Houston,"5300 block of Sampson St",1,0,N/A
2446759,"October 27, 2022",Louisiana,"New Orleans","7800 block of Weaver Ave",1,0,N/A
2447255,"October 27, 2022",Texas,"Wichita Falls","716 Welch St",1,1,N/A
2446561,"October 27, 2022",Maryland,Baltimore,"3300 block of Annapolis Rd",1,0,N/A
2446953,"October 27, 2022",Florida,Orlando,"4200 block of Ponderosa Dr",1,0,N/A
2446607,"October 27, 2022",Texas,Alice,"Commerce Rd and Industrial Blvd",1,0,N/A
2447245,"October 27, 2022",Arizona,Mesa,"W Broadway Rd and S Alma School Rd",1,0,N/A
2446761,"October 27, 2022",Wisconsin,Milwaukee,"W Clarke St and N 49th St",1,0,N/A
2447180,"October 27, 2022","South Carolina",Effingham,"5911 Hector Rd",1,0,N/A
2446905,"October 27, 2022",Alabama,Birmingham,"4100 block of 38th Ave N",1,0,N/A
2446997,"October 27, 2022",California,"Oro Grande","National Trails Hwy and Mill St",1,0,N/A
2447083,"October 27, 2022",Georgia,Atlanta,"602 N Highland Ave NE",1,0,N/A
2447879,"October 27, 2022",Missouri,"Saint Louis (Ferguson)","300 block of Dames Ct",1,0,N/A
2446489,"October 27, 2022","New York",Brooklyn,"2315 Strauss St",2,0,N/A
2447009,"October 27, 2022",California,"Long Beach","7th St and Martin Luther King Jr. Ave",1,0,N/A
2447079,"October 27, 2022",Georgia,Atlanta,"657 Boulevard NE",1,0,N/A
2448278,"October 27, 2022",California,Willows,"Hwy 99W and Rd 60",1,0,N/A
2446773,"October 27, 2022",Indiana,"Indianapolis (Lawrence)","3100 block of N Shadeland Ave",1,0,N/A
2447166,"October 27, 2022",Florida,Tampa,"8500 block of N Hamner Ave",1,0,N/A
2447193,"October 27, 2022",California,"Los Angeles","55th St and S Central Ave",1,0,N/A
2447217,"October 27, 2022",Oklahoma,"Broken Arrow","425 S Hickory Ave",8,0,N/A
2446601,"October 27, 2022",Indiana,"La Porte (Laporte)","2000 block of E IN-4",1,0,N/A
2447046,"October 27, 2022",Florida,Jacksonville,"6609 Commonwealth Ave",1,0,N/A
2446542,"October 27, 2022","District of Columbia",Washington,"Trinidad Ave NE and Morse St NE",1,0,N/A
2447170,"October 27, 2022",Ohio,Elyria,"1864 Middle Ave",1,1,N/A
2446943,"October 27, 2022",Florida,Orlando,"2700 block of Rio Ln",1,0,N/A
2447135,"October 27, 2022","North Carolina",Durham,"1300 block of S Roxboro St",1,0,N/A
2456927,"October 27, 2022",California,Hemet,"200 block of S Columbia St",1,1,N/A
2446925,"October 27, 2022","District of Columbia",Washington,"1300 block of New Jersey Ave NW",1,0,N/A
2447771,"October 27, 2022",California,Burlingame,"200 block of Stanley Rd",1,0,N/A
2447076,"October 27, 2022",Georgia,Atlanta,"735 Joseph E Boone Blvd",1,0,N/A
2447049,"October 27, 2022",Florida,Jacksonville,"5101 Gate Pkwy",1,1,N/A
2446956,"October 27, 2022","New York","New York (Manhattan)","635 E 12th St",1,1,N/A
2446846,"October 27, 2022",Nevada,"Las Vegas","5800 block of Spectacular Bid St",1,0,N/A
2447173,"October 27, 2022",Virginia,Woodbridge,"13990 Richmond Hwy",1,0,N/A
2449832,"October 27, 2022",Oklahoma,Tulsa,"I-244 and N Boston Ave",1,0,N/A
2451540,"October 27, 2022",California,"La Canada Flintridge","5881 Angels Crest Hwy",1,0,N/A
2446598,"October 27, 2022",Texas,Lewisville,"201 E Round Grove Rd",2,0,N/A
2446930,"October 27, 2022",Michigan,Detroit,"Manning St and Boulder St",1,0,N/A
2447639,"October 27, 2022","New Jersey",Newark,"153 Isabella  Ave",1,0,N/A
2446750,"October 27, 2022",Vermont,Bennington,"1000 block of Main St",1,0,N/A
2446293,"October 26, 2022",Michigan,Detroit,"18900 block of Goulburn Ave",1,1,N/A
2446483,"October 26, 2022","New York","New Rochelle","Horton Ave and Colonel Lee Archer Blvd",1,0,N/A
2446800,"October 26, 2022",Tennessee,Memphis,"2335 Pendelton St",1,0,N/A
2446866,"October 26, 2022",Virginia,Richmond,"3207 Chamberlayne Ave",1,0,N/A
2445995,"October 26, 2022",Utah,Sandy,"10600 S and 100 W",1,0,N/A
2446497,"October 26, 2022",Illinois,Chicago,"7000 block of N Greenview Ave",1,0,N/A
2446823,"October 26, 2022",Ohio,Cleveland,"E 149th St and Bartlett Ave",1,0,N/A
2446023,"October 26, 2022",Pennsylvania,Pittsburgh,"Broadway Ave",1,0,N/A
2446485,"October 26, 2022",Illinois,Chicago,"2600 block of W Potomac Ave",1,0,N/A
2446134,"October 26, 2022",Ohio,Cleveland,"1163 E 123rd St",1,2,N/A
2449514,"October 26, 2022",Minnesota,Merrifield,N/A,1,0,N/A
2446070,"October 26, 2022",Maine,Bangor,"35 State Hospital Dr",1,0,N/A
2446798,"October 26, 2022",Indiana,Indianapolis,"1000 E Washington St",1,0,N/A
2446786,"October 26, 2022","New Jersey",Trenton,"199 Oakland St",1,0,N/A
2446402,"October 26, 2022",Texas,Lubbock,"4106 124th St",4,0,N/A
2451137,"October 26, 2022",Ohio,Ironton,"1217 S Ninth St",1,0,N/A
2446595,"October 26, 2022",Texas,Houston,"5409 Maury St",1,0,N/A
2445961,"October 26, 2022",Michigan,"Eaton Rapids","Kinneville Rd and Mike Simpson Dr",2,0,N/A
2446466,"October 26, 2022",Oklahoma,Muskogee,"300 block of S 9th St",1,1,N/A
2445907,"October 26, 2022",Pennsylvania,Philadelphia,"3100 block of Weymouth St",1,0,N/A
2446987,"October 26, 2022",Texas,"Fort Worth (Saginaw)","600 block of Oak Hollow Trl",1,0,N/A
2446501,"October 26, 2022","North Dakota","Grand Forks","337 Wren Dr",2,0,N/A
2446333,"October 26, 2022",California,"Chula Vista","E St and Broadway",1,0,N/A
2445790,"October 26, 2022","West Virginia",Augusta,"Mack Rd and St Peter Ln",1,0,N/A
2446530,"October 26, 2022",Illinois,Chicago,"800 block of E 82nd St",1,0,N/A
2447063,"October 26, 2022",Georgia,Norcross,"Technology Pkwy NW",1,0,N/A
2447133,"October 26, 2022","North Carolina",Rockingham,"Billy Covington Rd",1,0,N/A
2446494,"October 26, 2022",Illinois,Chicago,"7700 block of S Vernon Ave",1,0,N/A
2447161,"October 26, 2022","South Carolina",Summerville,"121 Holiday Dr",1,0,N/A
2447066,"October 26, 2022",Georgia,Decatur,"3000 block of Monterey Dr",1,0,N/A
2446437,"October 26, 2022",Missouri,"Kansas City","Bellefontaine Ave and E 35th St",1,0,N/A
2446360,"October 26, 2022",Texas,Arlington,"6317 Treepoint Dr",1,1,N/A
2446396,"October 26, 2022",Louisiana,"New Orleans","6600 block of Coveview Ct",1,0,N/A
2446363,"October 26, 2022",Massachusetts,Boston,"145 Washington St",1,0,N/A
2446389,"October 26, 2022",Louisiana,"New Orleans","4700 block of Francisco Verrett Dr",1,0,N/A
2446355,"October 26, 2022",Alabama,Clanton,"Co Rd 28",1,0,N/A
2456728,"October 26, 2022","South Carolina","North Charleston","2512 Ashley Phosphate Rd",1,0,N/A
2445383,"October 25, 2022",Virginia,Charlottesville,"2100 block of Stony Point Rd",1,0,N/A
2445547,"October 25, 2022",Illinois,Chicago,"4243 S Ashland Ave",1,0,N/A
2445497,"October 25, 2022",Texas,Pickton,"16000 block of TX-11",1,0,N/A
2446216,"October 25, 2022",Ohio,Canton,"1200 block of 16th Ave NW",1,0,N/A
2445438,"October 25, 2022","South Carolina",Columbia,"600 block of Bur Oak Ln",2,0,N/A
2445641,"October 25, 2022","North Carolina",Roxboro,"1200 block of Pointer St",1,0,N/A
2445428,"October 25, 2022","New York","New York (Manhattan)","230 East 102nd St",1,0,N/A
2446141,"October 25, 2022",Ohio,Cleveland,"3111 E 93rd St",1,0,N/A
2446121,"October 25, 2022","South Carolina",Pageland,"N Oak St",1,0,N/A
2454313,"October 25, 2022",Arizona,"Show Low","1800 block of Snyder Cir",1,0,N/A
2446036,"October 25, 2022",Nevada,"North Las Vegas","2000 block of Las Vegas Blvd N",1,0,N/A
2445856,"October 25, 2022",Colorado,"Lone Tree","10203 Station St",2,0,N/A
2445769,"October 25, 2022",Texas,Dallas,"3200 block of S Vernon Ave",1,0,N/A
2446440,"October 25, 2022",Missouri,"Kansas City","5709 Troost Ave",1,2,N/A
2445281,"October 25, 2022",Illinois,Chicago,"4500 block of S DuSable Lake Shore Dr",1,1,N/A
2446000,"October 25, 2022",Mississippi,Greenwood,US-49,1,1,N/A
2446011,"October 25, 2022",Mississippi,Natchez,"US-61 and Col John Pitchford Pkwy",1,1,N/A
2445213,"October 25, 2022",Louisiana,Prairieville,"John Broussard Rd",1,1,N/A
2445985,"October 25, 2022",Georgia,Albany,"700 block of W 2nd Ave",1,0,N/A
2445125,"October 25, 2022",Michigan,"Battle Creek","Warren St and Oak St",1,0,N/A
2445909,"October 25, 2022",Georgia,Gillsville,"GA-52 and F Gilmer Rd",1,0,N/A
2445071,"October 25, 2022",Texas,Houston,"910 Cypress Station Dr",1,0,N/A
2445904,"October 25, 2022",Georgia,Atlanta,"W Peachtree St and 16th St",1,0,N/A
2445131,"October 25, 2022",Texas,Edinburg,"2700 block of Alberta Rd",1,0,N/A
2445218,"October 25, 2022",Georgia,Decatur,"4525 Glenwood Rd",1,1,N/A
2445686,"October 25, 2022",Ohio,Hamilton,"700 block of S 2nd St",2,2,N/A
2445154,"October 25, 2022",California,"Los Angeles","13007 Victory Blvd",1,1,N/A
2445186,"October 25, 2022",Texas,Houston,"110 W Rankin Rd",1,0,N/A
2445706,"October 25, 2022",Arkansas,"Little Rock","2100 block of W 18th St",1,0,N/A
2445303,"October 25, 2022",Illinois,Chicago,"5800 block of S Justine St",1,0,N/A
2445020,"October 25, 2022",Pennsylvania,Duquesne,"900 block of High St",1,0,N/A
2445068,"October 25, 2022",Texas,Houston,"2705 Reed Rd",1,1,N/A
2445690,"October 25, 2022",Alabama,Montgomery,"2100 block of E 4th St",1,0,N/A
2445076,"October 25, 2022",Texas,"Spring Branch","Long Point Rd and Wirt Rd",1,0,N/A
2445233,"October 25, 2022",Kentucky,Lexington,"772 Maple Ave",1,0,N/A
2446052,"October 25, 2022",Pennsylvania,Pittsburgh,"Ionic Way and Millbrae Way",1,0,N/A
2446025,"October 25, 2022","South Carolina",Wallace,"4522 Step Rd",2,0,N/A
2445744,"October 25, 2022",Maryland,Waldorf,"2500 block of Old Washington Rd",1,0,N/A
2445447,"October 25, 2022",Indiana,Indianapolis,"5800 block of E 21st St",1,1,N/A
2445010,"October 25, 2022",Pennsylvania,Philadelphia,"400 block of E Tusculum St",1,0,N/A
2445939,"October 25, 2022","North Carolina",Greensboro,"900 block of Circle Dr",2,4,N/A
2445702,"October 25, 2022",Oregon,Oregon,"9300 block of N Peninsular Ave",1,0,N/A
2446447,"October 25, 2022",Missouri,Independence,"800 block of N Park Ave",1,0,N/A
2445717,"October 25, 2022","New Jersey",Cranford,"NJ-444 and N Ave E",1,0,N/A
2448723,"October 25, 2022",Alabama,Prattville,"10th St",1,0,N/A
2446393,"October 25, 2022",Texas,Coldspring,"200 block of Oak St",1,0,N/A
2444564,"October 24, 2022",Texas,Channelview,"207 Traci Ln",1,0,N/A
2444424,"October 24, 2022",Kentucky,Somerset,"310 Ash St",1,0,N/A
2444666,"October 24, 2022",Tennessee,Memphis,"600 block of Stephens Pl",1,0,N/A
2444615,"October 24, 2022",Massachusetts,Worcester,"480 Burncoat St",1,0,N/A
2444573,"October 24, 2022",Texas,Houston,"5535 Timber Creek Pl",1,0,N/A
2444735,"October 24, 2022","South Carolina",Charleston,"14 Allway St",1,0,N/A
2445430,"October 24, 2022","New Mexico",Albuquerque,"9000 block of S Sky St NW",1,0,N/A
2444593,"October 24, 2022",Virginia,Harrisonburg,"200 block of Community St",1,0,N/A
2445089,"October 24, 2022",Texas,"San Antonio","919 Guadalupe St",1,0,N/A
2443914,"October 24, 2022",Pennsylvania,"Pittsburgh (Wilkinsburg)","1000 block of Maple St",1,0,N/A
2444298,"October 24, 2022",Florida,Tallahassee,"3550 Esplanade Way",1,1,N/A
2444231,"October 24, 2022",Missouri,Grandview,"14100 block of Merrywood Ln",1,0,N/A
2445818,"October 24, 2022",Florida,Tampa,"7749 Temple Terrace Hwy",1,1,N/A
2444435,"October 24, 2022",California,"Castro Valley","Eden Canyon Rd",1,0,N/A
2445998,"October 24, 2022",Illinois,Peoria,"200 block of S Saratoga St",1,0,N/A
2445307,"October 24, 2022",Kansas,Topeka,"3300 block of SE Fremont St",1,0,N/A
2444759,"October 24, 2022",Illinois,Chicago,"3600 block of S Rhodes Ave",1,0,N/A
2445309,"October 24, 2022",Arizona,Mesa,"E Southern Ave and Superstition Springs Mall Cir",1,0,N/A
2444163,"October 24, 2022",Florida,Orlando,"5725 T G Lee Blvd",1,1,N/A
2445196,"October 24, 2022",Alabama,Birmingham,"10 block of Elba Ave",1,0,N/A
2445041,"October 24, 2022",Florida,Orlando,"5300 block of Broken Pine Cir",1,0,N/A
2445167,"October 24, 2022",Florida,Gibsonton,"Wiggins Rd",1,0,N/A
2444119,"October 24, 2022",Pennsylvania,Clearville,"1400 block of Rock Hill Church Rd",1,2,N/A
2444046,"October 24, 2022",Indiana,Muncie,"1900 block of W Memorial Dr",1,0,N/A
2445151,"October 24, 2022",Mississippi,Jackson,N/A,1,0,N/A
2445139,"October 24, 2022",Mississippi,Jackson,"Terry Rd and Donna Ave",1,0,N/A
2444181,"October 24, 2022",Minnesota,"Saint Cloud","455 Lincoln Ave NE",1,0,N/A
2444083,"October 24, 2022",Michigan,Detroit,"12100 block of Santa Rosa Dr",1,1,N/A
2444036,"October 24, 2022",Indiana,Indianapolis,"3700 block of N Meridian St",2,0,N/A
2444044,"October 24, 2022",Indiana,Indianapolis,"4023 Hampshire Ct",1,0,N/A
2443879,"October 24, 2022",Missouri,"Saint Louis","3125 S Kingshighway Blvd",3,4,N/A
2444285,"October 24, 2022",Florida,Palmetto,"2800 block of 7th Ave E",1,0,N/A
2453098,"October 24, 2022",Texas,Austin,"1500 block of Brandt Dr",1,0,N/A
2444028,"October 24, 2022",Illinois,Chicago,"630 W Harrison St",1,0,N/A
2443849,"October 24, 2022",Illinois,Chicago,"3200 block of W 30th St",1,3,N/A
2445739,"October 24, 2022",Wyoming,Cheyenne,"4300 block of I-80 Service Rd",1,0,N/A
2444442,"October 24, 2022",California,Oakland,"96th Ave and International Blvd",1,0,N/A
2444737,"October 24, 2022",Mississippi,Laurel,"1224 W 10th St",2,1,N/A
2445692,"October 24, 2022",Alabama,Selma,"300 block of Gaines Ave",1,0,N/A
2444895,"October 24, 2022","North Carolina",Greensboro,"1900 block of Woodside Dr",1,0,N/A
2444294,"October 24, 2022","North Carolina",Dallas,"314 Robinson-Clemmer Rd",3,0,N/A
2443859,"October 24, 2022",Kentucky,"Bowling Green","100 block of Butler Way",1,0,N/A
2443605,"October 23, 2022",Colorado,Louisville,"300 block of East St",1,0,N/A
2444798,"October 23, 2022",Mississippi,Senatobia,"Gilmore St",1,0,N/A
2443549,"October 23, 2022",Illinois,Chicago,"5100 block of W Augusta Blvd",1,0,N/A
2444087,"October 23, 2022",Texas,Garland,"W Centerville Rd and Lyndon B Johnson Fwy",1,0,N/A
2444611,"October 23, 2022","South Carolina",Orangeburg,"Riverside Dr",1,0,N/A
2443609,"October 23, 2022",Colorado,Aurora,"4100 block of S Mobile Cir",1,0,N/A
2444660,"October 23, 2022",Georgia,Columbus,"Delray Dr",1,1,N/A
2450522,"October 23, 2022",Mississippi,Cleveland,"1100 block of Johnson Ave",1,0,N/A
2443739,"October 23, 2022",Massachusetts,Boston,"40 Fairlawn Ave",1,0,N/A
2443272,"October 23, 2022",California,"Los Angeles","San Pedro St and E 62nd St",1,2,N/A
2444795,"October 23, 2022","South Carolina",Columbia,"1800 block of Killian Lakes Dr",1,1,N/A
2444515,"October 23, 2022",Kentucky,Louisville,"5500 block of Overbrook Woods Pl",1,0,N/A
2444767,"October 23, 2022","South Carolina","North Charleston","Spruill Ave and Arbutus Ave",1,0,N/A
2443788,"October 23, 2022",Louisiana,"New Orleans","1100 block of Chimney Wood Ln",1,0,N/A
2443645,"October 23, 2022","North Carolina",Charlotte,"7100 Snow Ln",1,0,N/A
2444529,"October 23, 2022",Illinois,Ohio,"N Elm St and W Railroad St",1,0,N/A
2443686,"October 23, 2022",Virginia,Charlottesville,"223 W Main St",1,2,N/A
2443264,"October 23, 2022",Iowa,"Iowa City","220 S Van Buren St",1,0,N/A
2444477,"October 23, 2022",Oklahoma,Seminole,"36000 block of Eastwest 1140 Rd",1,0,N/A
2443811,"October 23, 2022",Wisconsin,Oregon,"N Bergamont Blvd and Eagle Dr",1,0,N/A
2444234,"October 23, 2022",Missouri,"Kansas City","3200 block of Quincy Dr",1,0,N/A
2452753,"October 23, 2022",Tennessee,Sharon,"Sidonia Rd and Adams Rd",2,0,N/A
2444457,"October 23, 2022",California,Visalia,"1500 block of Evans Ave",1,1,N/A
2443705,"October 23, 2022",Tennessee,Nashville,"833 Murfreesboro Pike",1,0,N/A
2443520,"October 23, 2022",Missouri,"Saint Louis","6600 block of Michigan Ave",1,1,N/A
2444921,"October 23, 2022",California,Concord,"Haller Ct",1,1,N/A
2444243,"October 23, 2022",Michigan,Niles,"1100 block of Shady Shores Dr",2,0,N/A
2443245,"October 23, 2022","North Carolina",Elizabethtown,"Center Rd and Twisted Hickory Rd",2,1,N/A
2443655,"October 23, 2022","North Carolina","Tarboro (Princeville)","Tolbert Place",1,0,N/A
2444289,"October 23, 2022",Kentucky,Madisonville,"4480 Nebo Road",1,0,N/A
2443757,"October 23, 2022",Michigan,Saginaw,"Veterans Memorial Pkwy and Lapeer St",1,1,N/A
2444248,"October 23, 2022",Missouri,"Saint Louis","Delmar Blvd and Clara Ave",1,0,N/A
2443651,"October 23, 2022",Colorado,Denver,"4055 N Albion St",1,0,N/A
2443494,"October 23, 2022","District of Columbia",Washington,"1500 S Capitol St SE",1,0,N/A
2443591,"October 23, 2022",Colorado,Denver,"100 block of E 70th Ave",1,2,N/A
2444130,"October 23, 2022",Missouri,Neosho,"1005 Stratford Pl",2,0,N/A
2446727,"October 23, 2022",Indiana,Bloomington,"Woodyard Rd",2,0,N/A
2444175,"October 23, 2022",Michigan,Detroit,"Midland St and Turner St",1,0,N/A
2444172,"October 23, 2022",Florida,Orlando,"5600 block of Perrine Dr",1,1,N/A
2443422,"October 23, 2022",Michigan,"Highland Park","16549 Woodward Ave",1,0,N/A
2443194,"October 23, 2022",Illinois,Chicago,"4300 block of S Kedzie Ave",3,2,N/A
2444126,"October 23, 2022",Michigan,Detroit,"19300 block of Schaefer Hwy",1,0,N/A
2443501,"October 23, 2022",Missouri,Charleston,"724 Lon Moore St",1,0,N/A
2443696,"October 23, 2022",Arkansas,"West Memphis","400 W Broadway",1,0,N/A
2443735,"October 23, 2022",Ohio,Cincinnati,"6120 Roe St",1,0,N/A
2445135,"October 23, 2022",Mississippi,Jackson,"300 block of Audubon Pl",1,0,N/A
2445133,"October 23, 2022",Mississippi,Jackson,"200 block of Parcel Dr",1,0,N/A
2450201,"October 23, 2022",Washington,Spokane,"501 S A St",1,0,N/A
2443425,"October 23, 2022",Nevada,Reno,"3000 block of S Virginia St",1,0,N/A
2444827,"October 23, 2022",Texas,Kingsland,"Eula Ln",1,0,N/A
2450107,"October 23, 2022",Texas,Austin,"8000 block of Tisdale Dr",1,0,N/A
2443539,"October 23, 2022",Illinois,Carbondale,"200 block of W College St",1,0,N/A
2443409,"October 23, 2022",Florida,Tampa,"E 7th Ave and N 16th St",1,0,N/A
2447748,"October 23, 2022",California,Coachella,"85300 block of Ave 52",2,0,N/A
2443983,"October 23, 2022",California,Pomona,"2200 block of Carlton St",1,0,N/A
2444133,"October 23, 2022",Florida,Miami,"I-95 and NW 69th St",1,0,N/A
2443321,"October 23, 2022",Illinois,Chicago,"4900 block of S King Dr",1,0,N/A
2443281,"October 23, 2022",Virginia,Alexandria,"Raleigh Ave",1,0,N/A
2443255,"October 23, 2022",Missouri,"Saint Louis","5700 block of Era Ave",1,0,N/A
2445747,"October 23, 2022",Maryland,Waldorf,"2700 block of Albemarle Pl",1,0,N/A
2443228,"October 23, 2022",Illinois,Chicago,"4600 block of W 87th St",1,0,N/A
2443854,"October 23, 2022",Illinois,Chicago,"4300 block of N Whipple St",1,0,N/A
2443837,"October 23, 2022",California,"Willow Creek","500 block of CA-96",1,0,N/A
2443775,"October 23, 2022",Missouri,"Saint Louis","700 block of N Euclid Ave",1,0,N/A
2446429,"October 23, 2022",Mississippi,Greenwood,"800 block of Main St",2,0,N/A
2444918,"October 23, 2022",Alabama,Mobile,"1417 Azalea St",1,0,N/A
2443305,"October 23, 2022",Ohio,Cincinnati,"800 block of Elberon Ave",1,0,N/A
2443843,"October 23, 2022",Massachusetts,Boston,"482 Geneva Ave",1,0,N/A
2446435,"October 23, 2022",Mississippi,Greenwood,"Hope St",1,0,N/A
2443722,"October 23, 2022",Virginia,Hampton,"1039 W Mercury Blvd",1,0,N/A
2443698,"October 23, 2022","North Carolina",Raleigh,"2431 Spring Forest Rd",1,0,N/A
2444910,"October 23, 2022","North Carolina",Conetoe,"Thigpen Rd",1,1,N/A
2443831,"October 22, 2022",California,Oxnard,"300 block of Cuesta Del Mar Dr",1,0,N/A
2443155,"October 22, 2022",Illinois,Chicago,"500 block of N Leclaire Ave",1,0,N/A
2443268,"October 22, 2022",Wisconsin,Browntown,"WI-11 and County Hwy M",1,0,N/A
2443095,"October 22, 2022",Colorado,Denver,"2200 block of Buchtel Blvd S",1,0,N/A
2444623,"October 22, 2022",Mississippi,Greenville,"1700 block of Alexander St",1,0,N/A
2443518,"October 22, 2022",Georgia,Columbus,"Cantrell Dr",1,0,N/A
2442651,"October 22, 2022",Texas,Houston,"11800 block of Spring Grove Dr",1,0,N/A
